stratum,granularity,outcome,column,comparison,U,p_raw,p_adj,significance,cliffs_delta
MID,fine,impl_smell_magic_number,impl_smell_magic_number,ML vs Hybrid,,,,,
MID,fine,impl_smell_missing_default,impl_smell_missing_default,SE vs ML,,,,,
MID,fine,impl_smell_missing_default,impl_smell_missing_default,SE vs Hybrid,,,,,
MID,fine,impl_smell_missing_default,impl_smell_missing_default,ML vs Hybrid,,,,,
MID,fine,mlsmell_broadcasting_feature_not_used,mlsmell_broadcasting_feature_not_used,SE vs ML,,,,,
MID,fine,mlsmell_broadcasting_feature_not_used,mlsmell_broadcasting_feature_not_used,SE vs Hybrid,21580.5,0.22232810882910803,0.6669843264873241,,0.0809707473452214
MID,fine,mlsmell_broadcasting_feature_not_used,mlsmell_broadcasting_feature_not_used,ML vs Hybrid,,,,,
MID,fine,mlsmell_chain_indexing,mlsmell_chain_indexing,SE vs ML,,,,,
MID,fine,mlsmell_chain_indexing,mlsmell_chain_indexing,SE vs Hybrid,20201.5,0.8579563596750615,1.0,,0.011896413544379883
MID,fine,mlsmell_chain_indexing,mlsmell_chain_indexing,ML vs Hybrid,,,,,
MID,fine,mlsmell_columns_and_datatype_not_explicitly_set,mlsmell_columns_and_datatype_not_explicitly_set,SE vs ML,,,,,
MID,fine,mlsmell_columns_and_datatype_not_explicitly_set,mlsmell_columns_and_datatype_not_explicitly_set,SE vs Hybrid,24174.0,0.0014783285800988757,0.004434985740296627,**,0.21087958324984973
MID,fine,mlsmell_columns_and_datatype_not_explicitly_set,mlsmell_columns_and_datatype_not_explicitly_set,ML vs Hybrid,,,,,
MID,fine,mlsmell_dataframe_conversion_api_misused,mlsmell_dataframe_conversion_api_misused,SE vs ML,,,,,
MID,fine,mlsmell_dataframe_conversion_api_misused,mlsmell_dataframe_conversion_api_misused,SE vs Hybrid,17144.0,0.03323663767737354,0.09970991303212062,,-0.14125425766379482
MID,fine,mlsmell_dataframe_conversion_api_misused,mlsmell_dataframe_conversion_api_misused,ML vs Hybrid,,,,,
MID,fine,mlsmell_deterministic_algorithm_option_not_used,mlsmell_deterministic_algorithm_option_not_used,SE vs ML,,,,,
MID,fine,mlsmell_deterministic_algorithm_option_not_used,mlsmell_deterministic_algorithm_option_not_used,SE vs Hybrid,,,,,
MID,fine,mlsmell_deterministic_algorithm_option_not_used,mlsmell_deterministic_algorithm_option_not_used,ML vs Hybrid,,,,,
MID,fine,mlsmell_empty_column_misinitialization,mlsmell_empty_column_misinitialization,SE vs ML,,,,,
MID,fine,mlsmell_empty_column_misinitialization,mlsmell_empty_column_misinitialization,SE vs Hybrid,,,,,
MID,fine,mlsmell_empty_column_misinitialization,mlsmell_empty_column_misinitialization,ML vs Hybrid,,,,,
MID,fine,mlsmell_gradients_not_cleared,mlsmell_gradients_not_cleared,SE vs ML,,,,,
MID,fine,mlsmell_gradients_not_cleared,mlsmell_gradients_not_cleared,SE vs Hybrid,,,,,
MID,fine,mlsmell_gradients_not_cleared,mlsmell_gradients_not_cleared,ML vs Hybrid,,,,,
MID,fine,mlsmell_hyperparameters_not_explicitly_set,mlsmell_hyperparameters_not_explicitly_set,SE vs ML,,,,,
MID,fine,mlsmell_hyperparameters_not_explicitly_set,mlsmell_hyperparameters_not_explicitly_set,SE vs Hybrid,17406.5,0.05348555549005922,0.16045666647017764,,-0.1281055900621118
MID,fine,mlsmell_hyperparameters_not_explicitly_set,mlsmell_hyperparameters_not_explicitly_set,ML vs Hybrid,,,,,
MID,fine,mlsmell_in_place_apis_misused,mlsmell_in_place_apis_misused,SE vs ML,,,,,
MID,fine,mlsmell_in_place_apis_misused,mlsmell_in_place_apis_misused,SE vs Hybrid,24684.0,0.0003651856352517561,0.0010955569057552682,**,0.2364255660188339
MID,fine,mlsmell_in_place_apis_misused,mlsmell_in_place_apis_misused,ML vs Hybrid,,,,,
MID,fine,mlsmell_matrix_multiplication_api_misused,mlsmell_matrix_multiplication_api_misused,SE vs ML,,,,,
MID,fine,mlsmell_matrix_multiplication_api_misused,mlsmell_matrix_multiplication_api_misused,SE vs Hybrid,19015.0,0.4738169424880033,1.0,,-0.04753556401522741
MID,fine,mlsmell_matrix_multiplication_api_misused,mlsmell_matrix_multiplication_api_misused,ML vs Hybrid,,,,,
MID,fine,mlsmell_memory_not_freed,mlsmell_memory_not_freed,SE vs ML,,,,,
MID,fine,mlsmell_memory_not_freed,mlsmell_memory_not_freed,SE vs Hybrid,,,,,
MID,fine,mlsmell_memory_not_freed,mlsmell_memory_not_freed,ML vs Hybrid,,,,,
MID,fine,mlsmell_merge_api_parameter_not_explicitly_set,mlsmell_merge_api_parameter_not_explicitly_set,SE vs ML,,,,,
MID,fine,mlsmell_merge_api_parameter_not_explicitly_set,mlsmell_merge_api_parameter_not_explicitly_set,SE vs Hybrid,,,,,
MID,fine,mlsmell_merge_api_parameter_not_explicitly_set,mlsmell_merge_api_parameter_not_explicitly_set,ML vs Hybrid,,,,,
MID,fine,mlsmell_nan_equivalence_comparison_misused,mlsmell_nan_equivalence_comparison_misused,SE vs ML,,,,,
MID,fine,mlsmell_nan_equivalence_comparison_misused,mlsmell_nan_equivalence_comparison_misused,SE vs Hybrid,,,,,
MID,fine,mlsmell_nan_equivalence_comparison_misused,mlsmell_nan_equivalence_comparison_misused,ML vs Hybrid,,,,,
MID,fine,mlsmell_pytorch_call_method_misused,mlsmell_pytorch_call_method_misused,SE vs ML,,,,,
MID,fine,mlsmell_pytorch_call_method_misused,mlsmell_pytorch_call_method_misused,SE vs Hybrid,20682.5,0.587670457460205,1.0,,0.03598978160689241
MID,fine,mlsmell_pytorch_call_method_misused,mlsmell_pytorch_call_method_misused,ML vs Hybrid,,,,,
MID,fine,mlsmell_tensor_array_not_used,mlsmell_tensor_array_not_used,SE vs ML,,,,,
MID,fine,mlsmell_tensor_array_not_used,mlsmell_tensor_array_not_used,SE vs Hybrid,,,,,
MID,fine,mlsmell_tensor_array_not_used,mlsmell_tensor_array_not_used,ML vs Hybrid,,,,,
MID,fine,mlsmell_unnecessary_iteration,mlsmell_unnecessary_iteration,SE vs ML,,,,,
MID,fine,mlsmell_unnecessary_iteration,mlsmell_unnecessary_iteration,SE vs Hybrid,20444.5,0.7169907308111245,1.0,,0.02406832298136646
MID,fine,mlsmell_unnecessary_iteration,mlsmell_unnecessary_iteration,ML vs Hybrid,,,,,
HIGH,coarse,bugs_introduced,bugs_introduced,SE vs ML,,,,,
HIGH,coarse,bugs_introduced,bugs_introduced,SE vs Hybrid,4629.0,5.961316253555358e-05,0.00017883948760666075,***,-0.31523668639053254
HIGH,coarse,bugs_introduced,bugs_introduced,ML vs Hybrid,,,,,
HIGH,coarse,vulnerabilities,vuln_bandit_issues_total,SE vs ML,,,,,
HIGH,coarse,vulnerabilities,vuln_bandit_issues_total,SE vs Hybrid,6099.0,0.21330441040390025,0.6399132312117007,,-0.09778106508875739
HIGH,coarse,vulnerabilities,vuln_bandit_issues_total,ML vs Hybrid,,,,,
HIGH,coarse,generic_code_smells_total,generic_code_smells_total,SE vs ML,,,,,
HIGH,coarse,generic_code_smells_total,generic_code_smells_total,SE vs Hybrid,4540.0,2.8891442878072697e-05,8.66743286342181e-05,***,-0.32840236686390534
HIGH,coarse,generic_code_smells_total,generic_code_smells_total,ML vs Hybrid,,,,,
HIGH,coarse,ml_smells_total,ml_smells_total,SE vs ML,,,,,
HIGH,coarse,ml_smells_total,ml_smells_total,SE vs Hybrid,8100.0,0.011605515199060877,0.034816545597182634,*,0.19822485207100593
HIGH,coarse,ml_smells_total,ml_smells_total,ML vs Hybrid,,,,,
HIGH,coarse,deadcode_items_total,deadcode_items_total,SE vs ML,,,,,
HIGH,coarse,deadcode_items_total,deadcode_items_total,SE vs Hybrid,5864.0,0.09154153209393558,0.27462459628180674,,-0.13254437869822486
HIGH,coarse,deadcode_items_total,deadcode_items_total,ML vs Hybrid,,,,,
HIGH,fine,vuln_bandit_issues_high,vuln_bandit_issues_high,SE vs ML,,,,,
HIGH,fine,vuln_bandit_issues_high,vuln_bandit_issues_high,SE vs Hybrid,,,,,
HIGH,fine,vuln_bandit_issues_high,vuln_bandit_issues_high,ML vs Hybrid,,,,,
HIGH,fine,vuln_bandit_issues_low,vuln_bandit_issues_low,SE vs ML,,,,,
HIGH,fine,vuln_bandit_issues_low,vuln_bandit_issues_low,SE vs Hybrid,6099.0,0.21330441040390025,0.6399132312117007,,-0.09778106508875739
HIGH,fine,vuln_bandit_issues_low,vuln_bandit_issues_low,ML vs Hybrid,,,,,
HIGH,fine,vuln_bandit_issues_medium,vuln_bandit_issues_medium,SE vs ML,,,,,
HIGH,fine,vuln_bandit_issues_medium,vuln_bandit_issues_medium,SE vs Hybrid,,,,,
HIGH,fine,vuln_bandit_issues_medium,vuln_bandit_issues_medium,ML vs Hybrid,,,,,
HIGH,fine,deadcode_items_attribute,deadcode_items_attribute,SE vs ML,,,,,
HIGH,fine,deadcode_items_attribute,deadcode_items_attribute,SE vs Hybrid,8375.0,0.0023494928388291154,0.007048478516487346,**,0.23890532544378698
HIGH,fine,deadcode_items_attribute,deadcode_items_attribute,ML vs Hybrid,,,,,
HIGH,fine,deadcode_items_class,deadcode_items_class,SE vs ML,,,,,
HIGH,fine,deadcode_items_class,deadcode_items_class,SE vs Hybrid,5074.0,0.0014939296211340263,0.0044817888634020794,**,-0.24940828402366863
HIGH,fine,deadcode_items_class,deadcode_items_class,ML vs Hybrid,,,,,
HIGH,fine,deadcode_items_function,deadcode_items_function,SE vs ML,,,,,
HIGH,fine,deadcode_items_function,deadcode_items_function,SE vs Hybrid,4873.0,0.00037857003793153324,0.0011357101137945997,**,-0.2791420118343195
HIGH,fine,deadcode_items_function,deadcode_items_function,ML vs Hybrid,,,,,
HIGH,fine,deadcode_items_other,deadcode_items_other,SE vs ML,,,,,
HIGH,fine,deadcode_items_other,deadcode_items_other,SE vs Hybrid,6611.0,0.7796255060785102,1.0,,-0.022041420118343195
HIGH,fine,deadcode_items_other,deadcode_items_other,ML vs Hybrid,,,,,
HIGH,fine,deadcode_items_property,deadcode_items_property,SE vs ML,,,,,
HIGH,fine,deadcode_items_property,deadcode_items_property,SE vs Hybrid,5040.0,0.001195613993430592,0.003586841980291776,**,-0.25443786982248523
HIGH,fine,deadcode_items_property,deadcode_items_property,ML vs Hybrid,,,,,
HIGH,fine,deadcode_items_variable,deadcode_items_variable,SE vs ML,,,,,
HIGH,fine,deadcode_items_variable,deadcode_items_variable,SE vs Hybrid,3117.0,6.729626817288744e-12,2.018888045186623e-11,***,-0.538905325443787
HIGH,fine,deadcode_items_variable,deadcode_items_variable,ML vs Hybrid,,,,,
HIGH,fine,design_smell_broken_hierarchy,design_smell_broken_hierarchy,SE vs ML,,,,,
HIGH,fine,design_smell_broken_hierarchy,design_smell_broken_hierarchy,SE vs Hybrid,8502.0,0.0010330168056711644,0.003099050417013493,**,0.25769230769230766
HIGH,fine,design_smell_broken_hierarchy,design_smell_broken_hierarchy,ML vs Hybrid,,,,,
HIGH,fine,design_smell_broken_modularization,design_smell_broken_modularization,SE vs ML,,,,,
HIGH,fine,design_smell_broken_modularization,design_smell_broken_modularization,SE vs Hybrid,5440.0,0.012910356227727128,0.03873106868318139,*,-0.1952662721893491
HIGH,fine,design_smell_broken_modularization,design_smell_broken_modularization,ML vs Hybrid,,,,,
HIGH,fine,design_smell_deep_hierarchy,design_smell_deep_hierarchy,SE vs ML,,,,,
HIGH,fine,design_smell_deep_hierarchy,design_smell_deep_hierarchy,SE vs Hybrid,,,,,
HIGH,fine,design_smell_deep_hierarchy,design_smell_deep_hierarchy,ML vs Hybrid,,,,,
HIGH,fine,design_smell_deficient_encapsulation,design_smell_deficient_encapsulation,SE vs ML,,,,,
HIGH,fine,design_smell_deficient_encapsulation,design_smell_deficient_encapsulation,SE vs Hybrid,4042.0,3.0492115741407303e-07,9.147634722422191e-07,***,-0.4020710059171598
HIGH,fine,design_smell_deficient_encapsulation,design_smell_deficient_encapsulation,ML vs Hybrid,,,,,
HIGH,fine,design_smell_feature_envy,design_smell_feature_envy,SE vs ML,,,,,
HIGH,fine,design_smell_feature_envy,design_smell_feature_envy,SE vs Hybrid,5298.0,0.005890885590053846,0.01767265677016154,*,-0.21627218934911244
HIGH,fine,design_smell_feature_envy,design_smell_feature_envy,ML vs Hybrid,,,,,
HIGH,fine,design_smell_hub_like_modularization,design_smell_hub_like_modularization,SE vs ML,,,,,
HIGH,fine,design_smell_hub_like_modularization,design_smell_hub_like_modularization,SE vs Hybrid,,,,,
HIGH,fine,design_smell_hub_like_modularization,design_smell_hub_like_modularization,ML vs Hybrid,,,,,
HIGH,fine,design_smell_insufficient_modularization,design_smell_insufficient_modularization,SE vs ML,,,,,
HIGH,fine,design_smell_insufficient_modularization,design_smell_insufficient_modularization,SE vs Hybrid,5606.0,0.02974625606390047,0.08923876819170141,,-0.17071005917159762
HIGH,fine,design_smell_insufficient_modularization,design_smell_insufficient_modularization,ML vs Hybrid,,,,,
HIGH,fine,design_smell_multifaceted_abstraction,design_smell_multifaceted_abstraction,SE vs ML,,,,,
HIGH,fine,design_smell_multifaceted_abstraction,design_smell_multifaceted_abstraction,SE vs Hybrid,4763.0,0.00016866004054341493,0.0005059801216302448,***,-0.295414201183432
HIGH,fine,design_smell_multifaceted_abstraction,design_smell_multifaceted_abstraction,ML vs Hybrid,,,,,
HIGH,fine,design_smell_rebellious_hierarchy,design_smell_rebellious_hierarchy,SE vs ML,,,,,
HIGH,fine,design_smell_rebellious_hierarchy,design_smell_rebellious_hierarchy,SE vs Hybrid,4363.0,6.315453891283965e-06,1.8946361673851896e-05,***,-0.35458579881656804
HIGH,fine,design_smell_rebellious_hierarchy,design_smell_rebellious_hierarchy,ML vs Hybrid,,,,,
HIGH,fine,design_smell_wide_hierarchy,design_smell_wide_hierarchy,SE vs ML,,,,,
HIGH,fine,design_smell_wide_hierarchy,design_smell_wide_hierarchy,SE vs Hybrid,9292.0,1.8430465492549886e-06,5.529139647764966e-06,***,0.3745562130177515
HIGH,fine,design_smell_wide_hierarchy,design_smell_wide_hierarchy,ML vs Hybrid,,,,,
HIGH,fine,impl_smell_complex_conditional,impl_smell_complex_conditional,SE vs ML,,,,,
HIGH,fine,impl_smell_complex_conditional,impl_smell_complex_conditional,SE vs Hybrid,4774.0,0.0001831965964371308,0.0005495897893113924,***,-0.29378698224852073
HIGH,fine,impl_smell_complex_conditional,impl_smell_complex_conditional,ML vs Hybrid,,,,,
HIGH,fine,impl_smell_complex_method,impl_smell_complex_method,SE vs ML,,,,,
HIGH,fine,impl_smell_complex_method,impl_smell_complex_method,SE vs Hybrid,3593.0,2.425506422583649e-09,7.276519267750947e-09,***,-0.46849112426035505
HIGH,fine,impl_smell_complex_method,impl_smell_complex_method,ML vs Hybrid,,,,,
HIGH,fine,impl_smell_empty_catch_clause,impl_smell_empty_catch_clause,SE vs ML,,,,,
HIGH,fine,impl_smell_empty_catch_clause,impl_smell_empty_catch_clause,SE vs Hybrid,,,,,
HIGH,fine,impl_smell_empty_catch_clause,impl_smell_empty_catch_clause,ML vs Hybrid,,,,,
HIGH,fine,impl_smell_long_identifier,impl_smell_long_identifier,SE vs ML,,,,,
HIGH,fine,impl_smell_long_identifier,impl_smell_long_identifier,SE vs Hybrid,4489.0,1.884687843885285e-05,5.654063531655855e-05,***,-0.33594674556213017
HIGH,fine,impl_smell_long_identifier,impl_smell_long_identifier,ML vs Hybrid,,,,,
HIGH,fine,impl_smell_long_lambda_function,impl_smell_long_lambda_function,SE vs ML,,,,,
HIGH,fine,impl_smell_long_lambda_function,impl_smell_long_lambda_function,SE vs Hybrid,5830.0,0.07987929350624592,0.23963788051873777,,-0.13757396449704143
HIGH,fine,impl_smell_long_lambda_function,impl_smell_long_lambda_function,ML vs Hybrid,,,,,
HIGH,fine,impl_smell_long_message_chain,impl_smell_long_message_chain,SE vs ML,,,,,
HIGH,fine,impl_smell_long_message_chain,impl_smell_long_message_chain,SE vs Hybrid,4852.0,0.00032544239239866825,0.0009763271771960048,***,-0.2822485207100592
HIGH,fine,impl_smell_long_message_chain,impl_smell_long_message_chain,ML vs Hybrid,,,,,
HIGH,fine,impl_smell_long_method,impl_smell_long_method,SE vs ML,,,,,
HIGH,fine,impl_smell_long_method,impl_smell_long_method,SE vs Hybrid,3644.0,4.350047889760105e-09,1.3050143669280314e-08,***,-0.46094674556213017
HIGH,fine,impl_smell_long_method,impl_smell_long_method,ML vs Hybrid,,,,,
HIGH,fine,impl_smell_long_parameter_list,impl_smell_long_parameter_list,SE vs ML,,,,,
HIGH,fine,impl_smell_long_parameter_list,impl_smell_long_parameter_list,SE vs Hybrid,4450.0,1.351377171094446e-05,4.054131513283338e-05,***,-0.34171597633136097
HIGH,fine,impl_smell_long_parameter_list,impl_smell_long_parameter_list,ML vs Hybrid,,,,,
HIGH,fine,impl_smell_long_statement,impl_smell_long_statement,SE vs ML,,,,,
HIGH,fine,impl_smell_long_statement,impl_smell_long_statement,SE vs Hybrid,4269.0,2.6967932265408733e-06,8.09037967962262e-06,***,-0.368491124260355
HIGH,fine,impl_smell_long_statement,impl_smell_long_statement,ML vs Hybrid,,,,,
HIGH,fine,impl_smell_magic_number,impl_smell_magic_number,SE vs ML,,,,,
HIGH,fine,impl_smell_magic_number,impl_smell_magic_number,SE vs Hybrid,4838.0,0.00029399531443928675,0.0008819859433178603,***,-0.28431952662721893
HIGH,fine,impl_smell_magic_number,impl_smell_magic_number,ML vs Hybrid,,,,,
HIGH,fine,impl_smell_missing_default,impl_smell_missing_default,SE vs ML,,,,,
HIGH,fine,impl_smell_missing_default,impl_smell_missing_default,SE vs Hybrid,,,,,
HIGH,fine,impl_smell_missing_default,impl_smell_missing_default,ML vs Hybrid,,,,,
HIGH,fine,mlsmell_broadcasting_feature_not_used,mlsmell_broadcasting_feature_not_used,SE vs ML,,,,,
HIGH,fine,mlsmell_broadcasting_feature_not_used,mlsmell_broadcasting_feature_not_used,SE vs Hybrid,,,,,
HIGH,fine,mlsmell_broadcasting_feature_not_used,mlsmell_broadcasting_feature_not_used,ML vs Hybrid,,,,,
HIGH,fine,mlsmell_chain_indexing,mlsmell_chain_indexing,SE vs ML,,,,,
HIGH,fine,mlsmell_chain_indexing,mlsmell_chain_indexing,SE vs Hybrid,8613.0,0.0004820702074456416,0.0014462106223369247,**,0.27411242603550295
HIGH,fine,mlsmell_chain_indexing,mlsmell_chain_indexing,ML vs Hybrid,,,,,
HIGH,fine,mlsmell_columns_and_datatype_not_explicitly_set,mlsmell_columns_and_datatype_not_explicitly_set,SE vs ML,,,,,
HIGH,fine,mlsmell_columns_and_datatype_not_explicitly_set,mlsmell_columns_and_datatype_not_explicitly_set,SE vs Hybrid,7698.0,0.07731859507709594,0.23195578523128785,,0.13875739644970414
HIGH,fine,mlsmell_columns_and_datatype_not_explicitly_set,mlsmell_columns_and_datatype_not_explicitly_set,ML vs Hybrid,,,,,
HIGH,fine,mlsmell_dataframe_conversion_api_misused,mlsmell_dataframe_conversion_api_misused,SE vs ML,,,,,
HIGH,fine,mlsmell_dataframe_conversion_api_misused,mlsmell_dataframe_conversion_api_misused,SE vs Hybrid,6777.0,0.9751979977591424,1.0,,0.002514792899408284
HIGH,fine,mlsmell_dataframe_conversion_api_misused,mlsmell_dataframe_conversion_api_misused,ML vs Hybrid,,,,,
HIGH,fine,mlsmell_deterministic_algorithm_option_not_used,mlsmell_deterministic_algorithm_option_not_used,SE vs ML,,,,,
HIGH,fine,mlsmell_deterministic_algorithm_option_not_used,mlsmell_deterministic_algorithm_option_not_used,SE vs Hybrid,,,,,
HIGH,fine,mlsmell_deterministic_algorithm_option_not_used,mlsmell_deterministic_algorithm_option_not_used,ML vs Hybrid,,,,,
HIGH,fine,mlsmell_empty_column_misinitialization,mlsmell_empty_column_misinitialization,SE vs ML,,,,,
HIGH,fine,mlsmell_empty_column_misinitialization,mlsmell_empty_column_misinitialization,SE vs Hybrid,,,,,
HIGH,fine,mlsmell_empty_column_misinitialization,mlsmell_empty_column_misinitialization,ML vs Hybrid,,,,,
HIGH,fine,mlsmell_gradients_not_cleared,mlsmell_gradients_not_cleared,SE vs ML,,,,,
HIGH,fine,mlsmell_gradients_not_cleared,mlsmell_gradients_not_cleared,SE vs Hybrid,,,,,
HIGH,fine,mlsmell_gradients_not_cleared,mlsmell_gradients_not_cleared,ML vs Hybrid,,,,,
HIGH,fine,mlsmell_hyperparameters_not_explicitly_set,mlsmell_hyperparameters_not_explicitly_set,SE vs ML,,,,,
HIGH,fine,mlsmell_hyperparameters_not_explicitly_set,mlsmell_hyperparameters_not_explicitly_set,SE vs Hybrid,9708.0,2.796015625312475e-08,8.388046875937425e-08,***,0.43609467455621304
HIGH,fine,mlsmell_hyperparameters_not_explicitly_set,mlsmell_hyperparameters_not_explicitly_set,ML vs Hybrid,,,,,
HIGH,fine,mlsmell_in_place_apis_misused,mlsmell_in_place_apis_misused,SE vs ML,,,,,
HIGH,fine,mlsmell_in_place_apis_misused,mlsmell_in_place_apis_misused,SE vs Hybrid,6580.0,0.7351986595383441,1.0,,-0.026627218934911243
HIGH,fine,mlsmell_in_place_apis_misused,mlsmell_in_place_apis_misused,ML vs Hybrid,,,,,
HIGH,fine,mlsmell_matrix_multiplication_api_misused,mlsmell_matrix_multiplication_api_misused,SE vs ML,,,,,
HIGH,fine,mlsmell_matrix_multiplication_api_misused,mlsmell_matrix_multiplication_api_misused,SE vs Hybrid,6172.0,0.2683017033775873,0.8049051101327619,,-0.08698224852071006
HIGH,fine,mlsmell_matrix_multiplication_api_misused,mlsmell_matrix_multiplication_api_misused,ML vs Hybrid,,,,,
HIGH,fine,mlsmell_memory_not_freed,mlsmell_memory_not_freed,SE vs ML,,,,,
HIGH,fine,mlsmell_memory_not_freed,mlsmell_memory_not_freed,SE vs Hybrid,,,,,
HIGH,fine,mlsmell_memory_not_freed,mlsmell_memory_not_freed,ML vs Hybrid,,,,,
HIGH,fine,mlsmell_merge_api_parameter_not_explicitly_set,mlsmell_merge_api_parameter_not_explicitly_set,SE vs ML,,,,,
HIGH,fine,mlsmell_merge_api_parameter_not_explicitly_set,mlsmell_merge_api_parameter_not_explicitly_set,SE vs Hybrid,,,,,
HIGH,fine,mlsmell_merge_api_parameter_not_explicitly_set,mlsmell_merge_api_parameter_not_explicitly_set,ML vs Hybrid,,,,,
HIGH,fine,mlsmell_nan_equivalence_comparison_misused,mlsmell_nan_equivalence_comparison_misused,SE vs ML,,,,,
HIGH,fine,mlsmell_nan_equivalence_comparison_misused,mlsmell_nan_equivalence_comparison_misused,SE vs Hybrid,7693.0,0.07891106953252099,0.23673320859756297,,0.13801775147928994
HIGH,fine,mlsmell_nan_equivalence_comparison_misused,mlsmell_nan_equivalence_comparison_misused,ML vs Hybrid,,,,,
HIGH,fine,mlsmell_pytorch_call_method_misused,mlsmell_pytorch_call_method_misused,SE vs ML,,,,,
HIGH,fine,mlsmell_pytorch_call_method_misused,mlsmell_pytorch_call_method_misused,SE vs Hybrid,7761.0,0.05940746696747059,0.17822240090241176,,0.14807692307692308
HIGH,fine,mlsmell_pytorch_call_method_misused,mlsmell_pytorch_call_method_misused,ML vs Hybrid,,,,,
HIGH,fine,mlsmell_tensor_array_not_used,mlsmell_tensor_array_not_used,SE vs ML,,,,,
HIGH,fine,mlsmell_tensor_array_not_used,mlsmell_tensor_array_not_used,SE vs Hybrid,,,,,
HIGH,fine,mlsmell_tensor_array_not_used,mlsmell_tensor_array_not_used,ML vs Hybrid,,,,,
HIGH,fine,mlsmell_unnecessary_iteration,mlsmell_unnecessary_iteration,SE vs ML,,,,,
HIGH,fine,mlsmell_unnecessary_iteration,mlsmell_unnecessary_iteration,SE vs Hybrid,5937.0,0.12119557176927147,0.3635867153078144,,-0.12174556213017751
HIGH,fine,mlsmell_unnecessary_iteration,mlsmell_unnecessary_iteration,ML vs Hybrid,,,,,
